train set 1,train set 2,test set,language to,c0,c1,c2,rmse,loo rmse
cc_align,bible,bible,hi,19.933132815001745,0.2968832270952814,1.0,3.0271343936392037,3.9011565729957103
cc_align,bible,bible,si,23.96345405445835,0.35233044363522575,1.0,3.750903047198564,5.151329937134535
cc_align,bible,bible,ta,18.685882497234733,0.3120382815476445,1.0,3.31597529841552,4.436071418472179
cc_align,bible,gov,ka,0.6196249219194151,0.010785136632112504,1.0,0.07754010061782382,0.10428973657249399
cc_align,bible,gov,gu,1.7682916284365067,0.05668378478839623,1.0,0.4181841854802896,0.6341605805058204
cc_align,bible,gov,hi,1.6501469216402427,0.022549842840859972,1.0,0.144833157018286,0.2554387111513033
cc_align,bible,gov,si,0.7273219651466912,0.027910680072755597,1.0,0.20015671241759644,0.33121529666714516
cc_align,bible,gov,ta,0.3787503913748168,0.0409467292936442,1.0,0.10132385044642958,0.1804688709626923
gov,bible,flores,ka,1.4079547985649523,0.08253375161109373,1.0,0.4029174901107147,0.498930109370689
gov,bible,flores,gu,3.9459769830641167,0.1249143269907566,1.0,0.8996588847826462,0.9460813318505943
gov,bible,flores,hi,2.826589371464326,0.04021131515350599,1.0,0.40180649759718157,0.42683168408163513
gov,bible,flores,si,1.4780156543117522,0.0347183395690415,1.0,0.5065769241849809,0.5136545919215317
gov,bible,flores,ta,1.5387242423988319,0.04393860619528474,1.0,0.44335039695784856,0.4504146491747949
gov,bible,bible,ka,17.447883535007293,0.5511676985482955,1.0,3.8665499207106713,4.088291017032488
gov,bible,bible,gu,19.219533745736797,0.43271084047921987,1.0,3.680671914865808,3.8037842909359236
gov,bible,bible,hi,21.911725825175203,0.3668769944414497,1.0,4.187788783240707,4.302254632425093
gov,bible,bible,si,26.279271283633655,0.43129381484270773,1.0,5.113086687520062,5.264139651639146
gov,bible,bible,ta,20.148170481285234,0.3880791674132663,1.0,4.451842030711772,4.576803847557116
gov,bible,gov,ka,1.4187097347748385,0.07184990969787516,1.0,0.3092404805625623,0.4034226935958964
gov,bible,gov,gu,6.331151702358482,0.16819881909027717,1.0,2.4382741640788823,2.481222523722499
gov,bible,gov,hi,3.705631039561704,0.051312395749254266,1.0,1.167333670673447,1.1673619470673406
gov,bible,gov,si,3.4381256727383267,0.0950871632546405,1.0,1.9759275146181776,2.003431146907262
gov,bible,gov,ta,3.5996023536567074,0.11097295032023452,1.0,2.109026034489076,2.120087317455892
bible,gov,flores,ka,6.137535656171,0.41766845172145955,1.0,2.810534326133946,3.0700304378109817
bible,gov,flores,gu,11.117234135743622,0.4043541319387871,1.0,3.3730697260025497,3.5809437018701997
bible,gov,flores,hi,10.863388957095594,0.2866838677675428,1.0,3.391080345926898,3.4717447593745274
bible,gov,flores,si,6.966387782573942,0.1956691353034977,1.0,2.246815955627048,2.329117502314657
bible,gov,flores,ta,5.248355694401272,0.20183431526192233,1.0,2.0299149825927114,2.078819201718345
bible,gov,bible,ka,1.4815929098456802,0.1782745407359037,1.0,0.5942942460319833,0.8345621442704152
bible,gov,bible,gu,7.131306096823729,0.25871428357185505,1.0,1.4478365344489452,1.602246805167455
bible,gov,bible,hi,6.971950656921583,0.1958969161610483,1.0,1.7933725173855266,1.9259062969860183
bible,gov,bible,si,5.368800675543344,0.25934468686273465,1.0,2.6248714918936944,2.7831928045771184
bible,gov,bible,ta,4.990434562097684,0.19373205129170404,1.0,1.95364513285104,2.0306824610690604
bible,gov,gov,ka,20.06613848043955,0.7171699772053934,1.0,5.856446348814632,6.27187932240701
bible,gov,gov,gu,26.23142350179928,0.5445929664983594,1.0,4.685062628918687,4.947404667072722
bible,gov,gov,hi,26.15803738549116,0.3798952631412385,1.0,5.097261956855278,5.286409688563282
bible,gov,gov,si,32.43503560936407,0.6352281411886226,1.0,7.889830666954296,8.176906211169493
bible,gov,gov,ta,27.5721427794177,0.4870025232987364,1.0,5.769701769410939,5.978564415472635
