train set 1,train set 1 size,train set 1 jsd,train set 2,train set 2 size,train set 2 jsd,language from,language to,test set,sp-BLEU,geographic,genetic,syntactic,phonological,inventory,featural
bible,25,0.09179114967,gov,25,0.5831242241,en,ta,bible,9.9,0.4,1.0,0.71,0.5687,0.5014,0.6
bible,25,0.5695977832,gov,25,0.09733325817,en,ta,gov,38.7,0.4,1.0,0.71,0.5687,0.5014,0.6
bible,25,0.4723009184,gov,50,0.3349295165,en,hi,flores,19.2,0.4,0.9,0.59,0.3433,0.4684,0.5
bible,25,0.09179114967,gov,50,0.5193833641,en,hi,bible,12.2,0.4,0.9,0.59,0.3433,0.4684,0.5
bible,25,0.5230212782,gov,50,0.1423672441,en,hi,gov,36.2,0.4,0.9,0.59,0.3433,0.4684,0.5
bible,25,0.4621690423,gov,50,0.3989119558,en,si,flores,12.4,0.4,0.9,0.78,0.4121,0.4991,0.6
bible,25,0.1226530963,gov,50,0.5858465013,en,si,bible,12.3,0.4,0.9,0.78,0.4121,0.4991,0.6
bible,25,0.5617144003,gov,50,0.09518148614,en,si,gov,49.7,0.4,0.9,0.78,0.4121,0.4991,0.6
bible,25,0.4723009184,gov,50,0.3933524284,en,ta,flores,11.3,0.4,1.0,0.71,0.5687,0.5014,0.6
bible,25,0.09179114967,gov,50,0.5825626895,en,ta,bible,10.5,0.4,1.0,0.71,0.5687,0.5014,0.6
bible,25,0.5695977832,gov,50,0.09518148614,en,ta,gov,41.0,0.4,1.0,0.71,0.5687,0.5014,0.6
