,vars,splits,model,trial,mean,min,25%,50%,75%,max
397,geo,train+size,power,train+size:geo:power,12.957332489929325,7.893401570217438,10.41551464346227,14.368500588124494,15.073882931412836,17.46063012141314
398,geo,train+size,hybrid_mult,train+size:geo:hybrid_mult,13.195836868731035,7.93781581488861,10.527050317155545,14.685925770564072,15.612756078115105,17.467503705123278
399,geo,train+test,linear,train+test:geo:linear,4.905605523510578,1.3576941236277535,2.245978316995754,4.026782116768034,7.126395040461445,10.21039838513541
400,geo,train+test,poly2,train+test:geo:poly2,4.916693729117134,1.3576941236277535,2.245978316995754,4.027531765865403,7.126901928568781,10.275252235835138
401,geo,train+test,poly3,train+test:geo:poly3,4.89201896606955,1.3576941236277535,2.245978316995754,4.0278457367902725,7.068393706243088,10.204795992750729
402,geo,train+test,exp,train+test:geo:exp,4.936177148571594,1.3576941236277535,2.245978316995754,3.9760262837360365,7.0764857685999125,10.52804827535954
403,geo,train+test,log,train+test:geo:log,4.872183302875245,1.3576941236277535,2.245978316995754,3.9285122037660267,7.072663582500977,10.21253355594004
404,geo,train+test,power,train+test:geo:power,5.111963478919304,1.3576941236277535,2.245978316995754,3.6465681015138594,7.71656461676881,11.16860536951684
405,geo,train+test,hybrid_mult,train+test:geo:hybrid_mult,4.82545772341797,0.7505553499465134,1.4508677945528736,3.3738553805652205,7.899477077948456,11.236590653139238
406,geo,size+test,linear,size+test:geo:linear,9.2773740822779,2.335950912726264,5.13769489027393,7.875295473811017,14.082707495147869,18.827642638644
407,geo,size+test,poly2,size+test:geo:poly2,9.283121672796108,2.335950912726264,5.173042219897788,7.87849678941144,14.018741563996453,18.82765657187863
408,geo,size+test,poly3,size+test:geo:poly3,9.333311923711223,2.335950912726264,5.137866606746601,7.8788336899531535,14.394584469084435,18.826535844962773
409,geo,size+test,exp,size+test:geo:exp,9.224997609584133,2.335950912726264,4.952531798049005,7.6882561924223625,13.795938341713697,19.1751548984984
410,geo,size+test,log,size+test:geo:log,9.195280428165503,2.335950912726264,5.073204370525222,7.794319665881469,14.089489580839292,18.82729805505909
411,geo,size+test,power,size+test:geo:power,9.176588462461398,2.335950912726264,4.801827987431569,7.44781496662174,14.060782448930954,19.076439410747888
412,geo,size+test,hybrid_mult,size+test:geo:hybrid_mult,9.18055719941668,1.457166199626293,4.788914946424305,7.48086316039123,14.622685059077297,19.125753897744545
413,geo,train+size+test,linear,train+size+test:geo:linear,3.1269038370464375,0.74565407529229,2.335950912726264,2.9883290996761604,4.242936027059758,5.610994838547343
414,geo,train+size+test,poly2,train+size+test:geo:poly2,3.2155235575818826,0.74565407529229,2.335950912726264,3.57620955118264,4.377361621122259,5.6581246113791535
415,geo,train+size+test,poly3,train+size+test:geo:poly3,3.2322683562041474,0.74565407529229,2.335950912726264,3.5625228311453,4.465965665711179,5.611223793844239
416,geo,train+size+test,exp,train+size+test:geo:exp,3.3452779106088406,0.74565407529229,2.335950912726264,3.01394383105842,4.5751214456167,6.428396087972444
417,geo,train+size+test,log,train+size+test:geo:log,3.0114170641936617,0.74565407529229,2.335950912726264,2.742620890998188,4.24129976887965,5.628984430469721
418,geo,train+size+test,power,train+size+test:geo:power,3.3513742673615945,0.74565407529229,1.6792855623746663,2.754269413111216,4.536259295632835,7.160283793177866
419,geo,train+size+test,hybrid_mult,train+size+test:geo:hybrid_mult,3.162350922659386,0.5253570214625478,1.457166199626293,2.0644611887851028,5.800328121147008,6.707066821648555
