model,pareto,rawlsian,all
poly2+linear+linear,False,False,4.517906970020567
poly2+linear+poly2,False,False,4.517889747932498
poly2+linear+poly3,False,False,4.51787871528936
poly2+linear+exp,False,False,4.838635381044386
poly2+linear+log,False,False,4.517887986026301
poly2+linear+power,False,False,4.838635381044386
poly2+linear+hmult,False,False,4.549028312067785
poly2+poly2+linear,False,False,4.384033760539741
poly2+poly2+poly3,False,False,4.384042544872378
poly2+poly2+exp,False,False,4.660355954488699
poly2+poly2+log,False,False,4.384037346133377
poly2+poly2+power,False,False,4.660355954488699
poly2+poly2+hmult,False,False,4.384086776701532
poly2+poly3+linear,False,False,4.27128332917651
poly2+poly3+poly2,False,False,4.271264645604939
poly2+poly3+poly3,False,False,4.271310546034898
poly2+poly3+exp,False,False,4.513118629920631
poly2+poly3+log,False,False,4.271284140431199
poly2+poly3+power,False,False,4.513118629920631
poly2+poly3+hmult,False,False,4.307494527467577
poly2+exp+linear,False,False,12.952673515694489
poly2+exp+poly2,False,False,12.95266795091744
poly2+exp+poly3,False,False,12.95266459595086
poly2+exp+exp,False,False,12.957263903757276
poly2+exp+log,False,False,12.952673053847358
poly2+exp+power,False,False,12.952166669932424
poly2+exp+hmult,False,False,12.95273765294547
poly2+log+linear,False,False,4.703017788885317
poly2+log+poly2,False,False,4.703019957168378
poly2+log+poly3,False,False,4.703014696820473
poly2+log+exp,False,False,4.956085853630644
poly2+log+log,False,False,4.703019644389044
poly2+log+power,False,False,4.956085853630644
poly2+log+hmult,False,False,4.703018347524457
poly2+power+linear,False,False,6.587246659679032
poly2+power+poly2,False,False,6.587797514148138
poly2+power+poly3,False,False,6.588205994710977
poly2+power+exp,False,False,6.666425506544172
poly2+power+log,False,False,6.587642718307995
poly2+power+power,False,False,6.570695326890342
poly2+power+hmult,False,False,6.74315392239166
poly2+hmult+linear,False,False,6.5876776973506725
poly2+hmult+poly2,False,False,6.587766547084523
poly2+hmult+poly3,False,False,6.587892915738754
poly2+hmult+exp,False,False,6.801560304084843
poly2+hmult+log,False,False,6.587806638689173
poly2+hmult+power,False,False,6.801560304084843
poly2+hmult+hmult,False,False,6.641487130831832
poly3+linear+linear,False,False,4.475147159925582
poly3+linear+poly2,False,False,4.47514603745993
poly3+linear+poly3,False,False,4.475132174522685
poly3+linear+exp,False,False,4.7901311430564295
poly3+linear+log,False,False,4.475133026448424
poly3+linear+power,False,False,4.7901311430564295
poly3+linear+hmult,False,False,4.535276083748036
poly3+poly2+linear,False,False,4.345578877652409
poly3+poly2+poly2,False,False,4.345581037184237
poly3+poly2+poly3,False,False,4.345573072033284
poly3+poly2+exp,False,False,4.617136632255876
poly3+poly2+log,False,False,4.3455859453345935
poly3+poly2+power,False,False,4.617136632255876
poly3+poly2+hmult,False,False,4.348214524617132
poly3+poly3+linear,False,False,4.216783684749055
poly3+poly3+poly2,False,False,4.21686715932672
poly3+poly3+exp,False,False,4.450882117279179
poly3+poly3+log,False,False,4.216778917720196
poly3+poly3+power,False,False,4.450882117279179
poly3+poly3+hmult,False,False,4.2885784975066725
poly3+exp+linear,False,False,12.91951202712956
poly3+exp+poly2,False,False,12.91951754944376
poly3+exp+poly3,False,False,12.919483802720546
poly3+exp+exp,False,False,12.927985167222856
poly3+exp+log,False,False,12.919502876264591
poly3+exp+power,False,False,12.91856252165778
poly3+exp+hmult,False,False,12.918620443376904
poly3+log+linear,False,False,4.681646558077889
poly3+log+poly2,False,False,4.68164866801146
poly3+log+poly3,False,False,4.681649560637718
poly3+log+exp,False,False,4.927438537474269
poly3+log+log,False,False,4.681633928436136
poly3+log+power,False,False,4.927438537474269
poly3+log+hmult,False,False,4.7055499728825305
poly3+power+linear,False,False,6.599350368105364
poly3+power+poly2,False,False,6.59750783800434
poly3+power+poly3,False,False,6.693805815372632
poly3+power+exp,False,False,6.662683274384475
poly3+power+log,False,False,6.593836709400156
poly3+power+power,False,False,6.577558296034844
poly3+power+hmult,False,False,6.750102420777611
poly3+hmult+linear,False,False,6.597256536786223
poly3+hmult+poly2,False,False,6.597345369157379
poly3+hmult+poly3,False,False,6.598833694198504
poly3+hmult+exp,False,False,6.800131519761021
poly3+hmult+log,False,False,6.5975022311231015
poly3+hmult+power,False,False,6.800131519761021
poly3+hmult+hmult,False,False,6.593728983541635
exp+linear+linear,False,False,4.589722601328125
exp+linear+poly2,False,False,4.576597480178734
exp+linear+poly3,False,False,4.5795624280670335
exp+linear+exp,False,False,4.89497315018711
exp+linear+log,False,False,4.575383265617813
exp+linear+power,False,False,4.89497315018711
exp+linear+hmult,False,False,4.605416811593147
exp+poly2+linear,False,False,4.451219090688273
exp+poly2+poly2,False,False,4.434165536785769
exp+poly2+poly3,False,False,4.443697316247535
exp+poly2+exp,False,False,4.713960029615203
exp+poly2+log,False,False,4.447744193921823
exp+poly2+power,False,False,4.713960029615203
exp+poly2+hmult,False,False,4.456784038417013
exp+poly3+linear,False,False,4.388880884889114
exp+poly3+poly2,False,False,4.352518668505001
exp+poly3+poly3,False,False,4.365149306786862
exp+poly3+exp,False,False,4.624800275767564
exp+poly3+log,False,False,4.340910783938391
exp+poly3+power,False,False,4.624800275767564
exp+poly3+hmult,False,False,4.430140209855768
exp+exp+linear,False,False,12.991106262213776
exp+exp+poly2,False,False,12.990079241025017
exp+exp+poly3,False,False,12.989974925328925
exp+exp+log,False,False,12.987867702562884
exp+exp+power,False,False,13.051148978896707
exp+exp+hmult,False,False,13.04814029653834
exp+log+linear,False,False,4.720089800625508
exp+log+poly2,False,False,4.704823990317667
exp+log+poly3,False,False,4.7124168489982345
exp+log+exp,False,False,4.942947179279801
exp+log+log,False,False,4.70802119605006
exp+log+power,False,False,4.942947179279801
exp+log+hmult,False,False,4.721302069437562
exp+power+linear,False,False,6.603309134609712
exp+power+poly2,False,False,6.59255579852214
exp+power+poly3,False,False,6.590386864076042
exp+power+exp,False,False,6.810309922973746
exp+power+log,False,False,6.595323383288417
exp+power+power,False,False,6.622616169897745
exp+power+hmult,False,False,6.8119621749206205
exp+hmult+linear,False,False,6.609305482330323
exp+hmult+poly2,False,False,6.59390182546465
exp+hmult+poly3,False,False,6.59095527044214
exp+hmult+exp,False,False,6.849397886584789
exp+hmult+log,False,False,6.604394808282386
exp+hmult+power,False,False,6.849397886584789
exp+hmult+hmult,False,False,6.741056445104038
log+linear+linear,False,False,4.467548114894172
log+linear+poly2,False,False,4.467547154221332
log+linear+poly3,False,False,4.467548308153906
log+linear+exp,False,False,4.810121250031212
log+linear+log,False,False,4.467548281687263
log+linear+power,False,False,4.810121250031212
log+linear+hmult,False,False,4.539093325101605
log+poly2+linear,False,False,4.339538684449972
log+poly2+poly2,False,False,4.339534300835597
log+poly2+poly3,False,False,4.339539489826316
log+poly2+exp,False,False,4.636213560832952
log+poly2+log,False,False,4.339536958742568
log+poly2+power,False,False,4.636213560832952
log+poly2+hmult,False,False,4.367197709693835
log+poly3+linear,True,True,4.193869630345833
log+poly3+poly2,False,False,4.19389188082151
log+poly3+poly3,False,False,4.193883983945884
log+poly3+exp,False,False,4.449828839566174
log+poly3+log,False,False,4.193889173474199
log+poly3+power,False,False,4.449828839566174
log+poly3+hmult,False,False,4.282617606131674
log+exp+linear,False,False,12.887630734531532
log+exp+poly2,False,False,12.887654075128117
log+exp+poly3,False,False,12.88766348537231
log+exp+exp,False,False,12.89038030782908
log+exp+log,False,False,12.887661224553248
log+exp+power,False,False,12.887249665241631
log+exp+hmult,False,False,12.887653659929333
log+log+linear,False,False,4.6814820004919895
log+log+poly2,False,False,4.681482503977721
log+log+poly3,False,False,4.681485772283953
log+log+exp,False,False,4.950183243128803
log+log+power,False,False,4.950183243128803
log+log+hmult,False,False,4.690318552739408
log+power+linear,False,False,6.592987121731076
log+power+poly2,False,False,6.593018058845958
log+power+poly3,False,False,6.593086041336806
log+power+exp,False,False,6.665038969791686
log+power+log,False,False,6.593024531708127
log+power+power,False,False,6.586343944732297
log+power+hmult,False,False,6.592901490129738
log+hmult+linear,False,False,6.59295869842243
log+hmult+poly2,False,False,6.593078110482456
log+hmult+poly3,False,False,6.593196018126649
log+hmult+exp,False,False,6.811214127293172
log+hmult+log,False,False,6.593009091764117
log+hmult+power,False,False,6.811214127293172
log+hmult+hmult,False,False,6.590564837862573
power+linear+linear,False,False,4.464809564592498
power+linear+poly2,False,False,4.460053414837531
power+linear+poly3,False,False,4.460163136009476
power+linear+exp,False,False,4.802654158027313
power+linear+log,False,False,4.463356636510737
power+linear+power,False,False,4.802654158027313
power+linear+hmult,False,False,4.65486430982198
power+poly2+linear,False,False,4.3371858968197206
power+poly2+poly2,False,False,4.332675122769706
power+poly2+poly3,False,False,4.333705476926284
power+poly2+exp,False,False,4.62953269754484
power+poly2+log,False,False,4.334729219571022
power+poly2+power,False,False,4.62953269754484
power+poly2+hmult,False,False,4.532439990154728
power+poly3+linear,False,False,4.291245314935056
power+poly3+poly2,False,False,4.353577914423357
power+poly3+poly3,False,False,4.223207412912836
power+poly3+exp,False,False,4.565233004493669
power+poly3+log,False,False,4.284727504415335
power+poly3+power,False,False,4.565233004493669
power+poly3+hmult,False,False,4.425969599027333
power+exp+linear,False,False,12.89612083240094
power+exp+poly2,False,False,12.89547790797612
power+exp+poly3,False,False,12.89622303032768
power+exp+exp,False,False,12.91163949110468
power+exp+log,False,False,12.89559120331701
power+exp+power,False,False,12.89607388010756
power+exp+hmult,False,False,12.898417419228974
power+log+linear,False,False,4.664778119713228
power+log+poly2,False,False,4.666182941433638
power+log+poly3,False,False,4.6671410117924825
power+log+exp,False,False,7.251057655698537
power+log+log,False,False,4.666160941642314
power+log+power,False,False,7.251057655698537
power+log+hmult,False,False,7.251057708784503
power+power+linear,False,False,6.606828673102898
power+power+poly2,False,False,6.653854712012581
power+power+poly3,False,False,6.59388664112174
power+power+exp,False,False,6.755558638897382
power+power+log,False,False,6.632527368363625
power+power+hmult,False,False,6.8233683264943945
power+hmult+linear,False,False,6.605267220967468
power+hmult+poly2,False,False,6.657880708267333
power+hmult+poly3,False,False,6.610325129599529
power+hmult+exp,False,False,6.813503274354386
power+hmult+log,False,False,6.650360332049251
power+hmult+power,False,False,6.813503274354386
power+hmult+hmult,False,False,6.7079579009827
hmult+linear+linear,False,False,5.179147142764559
hmult+linear+poly2,False,False,5.179950479195903
hmult+linear+poly3,False,False,5.185847694809641
hmult+linear+exp,False,False,5.510267515234504
hmult+linear+log,False,False,5.18626675573131
hmult+linear+power,False,False,5.510267515234504
hmult+linear+hmult,False,False,5.247405510920553
hmult+poly2+linear,False,False,5.037454055981439
hmult+poly2+poly2,False,False,5.045080368688999
hmult+poly2+poly3,False,False,5.044260776043205
hmult+poly2+exp,False,False,5.322837084452026
hmult+poly2+log,False,False,5.043898982924636
hmult+poly2+power,False,False,5.322837084452026
hmult+poly2+hmult,False,False,5.091129435181933
hmult+poly3+linear,False,False,4.999380497041943
hmult+poly3+poly2,False,False,5.007600378976544
hmult+poly3+poly3,False,False,5.006398732352958
hmult+poly3+exp,False,False,5.26748036320982
hmult+poly3+log,False,False,4.998356165524655
hmult+poly3+power,False,False,5.26748036320982
hmult+poly3+hmult,False,False,5.055818811668038
hmult+exp+linear,False,False,13.362191890969424
hmult+exp+poly2,False,False,13.36217837658702
hmult+exp+poly3,False,False,13.362176460486586
hmult+exp+exp,False,False,13.36732358859102
hmult+exp+log,False,False,13.362171436000024
hmult+exp+power,False,False,13.366568667592457
hmult+exp+hmult,False,False,13.362174275291252
hmult+log+linear,False,False,5.233999684819964
hmult+log+poly2,False,False,5.233999753821761
hmult+log+poly3,False,False,5.233995693987311
hmult+log+exp,False,False,5.498265090110047
hmult+log+log,False,False,5.233992676088032
hmult+log+power,False,False,5.498265090110047
hmult+log+hmult,False,False,5.233994404790508
hmult+power+linear,False,False,6.865323653375103
hmult+power+poly2,False,False,6.86733134560497
hmult+power+poly3,False,False,6.859290719769268
hmult+power+exp,False,False,6.925184905422908
hmult+power+log,False,False,6.867770169268046
hmult+power+power,False,False,6.837219966551283
hmult+power+hmult,False,False,6.859537436764034
hmult+hmult+linear,False,False,6.8595576153199165
hmult+hmult+poly2,False,False,6.867754139127477
hmult+hmult+poly3,False,False,6.867940689844443
hmult+hmult+exp,False,False,7.07760701523507
hmult+hmult+log,False,False,6.869780399455283
hmult+hmult+power,False,False,7.07760701523507
