model,mean,min,25%,50%,75%,max
poly2+power,5.631700955268078,3.0532591148821444,3.873441249724661,6.197076672493242,6.710953403248359,8.323774335991983
poly2+hmult,5.631700955268078,3.0532591148821444,3.873441249724661,6.197076672493242,6.710953403248359,8.323774335991983
poly3+linear,5.019298208365311,4.070748172642428,4.677615240571817,4.766377426086594,4.956948578757493,6.624801623768218
poly3+poly2,5.361066831517434,4.12740887292835,4.480913675131263,5.71472832863253,5.827073656663978,6.655209624231048
poly3+exp,12.893872599393617,10.615280832359538,11.350644604400962,12.183823859578292,13.571939868936765,16.747673831692527
poly3+log,5.141448850802935,4.238295801037458,4.499449212123329,5.324566694637055,5.593956960167715,6.050975586049115
poly3+power,5.704643565752405,3.066753735300539,4.120751172571833,6.212686099012362,6.779752841938439,8.343273979938854
poly3+hmult,5.704636738781895,3.066719600447984,4.120751172571833,6.212686099012362,6.779752841938439,8.343273979938854
exp+linear,4.33046893976131,3.348903414129893,4.3151641251774056,4.318727191633137,4.7430173812861645,4.926532586579949
exp+poly2,4.025401773084106,3.3820448077422,3.7403914995722767,4.072502720010605,4.362790194275572,4.569279643819877
exp+poly3,3.9578267708035426,3.3790647153973987,3.517495569316787,4.0340208723277815,4.315833457870719,4.542719239105031
exp+log,4.9661362783644645,3.979641960116471,4.767887348114783,4.838923734471631,5.026043799187802,6.2181845499316335
exp+power,5.702209522231032,3.049194569740469,3.931753418961526,6.460990555815023,6.7058835012132265,8.363225565424916
exp+hmult,5.702209583374381,3.049194569740469,3.931753418961526,6.460990555815023,6.705883805414276,8.363225566940608
log+linear,4.195365124295472,3.191920963963886,4.0571191100498805,4.2402523101690734,4.637920114742872,4.849613122551651
log+poly2,3.607226282062027,2.983025013866352,3.1947683945453877,3.479607497859845,4.052566680848544,4.326163823190003
log+poly3,3.0268890852877552,2.50258654671448,2.6619864243879507,2.7792651568597884,3.4933689158694614,3.6972383826070967
log+exp,12.650086850458038,10.578221914903828,11.325516308352368,11.926601651643365,13.179819417092526,16.240274960298102
log+power,5.655324200505893,3.0464970525258424,4.007284245228773,6.157105987814002,6.7924241795268046,8.273309537434042
log+hmult,5.655324200608412,3.0464970525258424,4.007284245741367,6.157105987814002,6.7924241795268046,8.273309537434042
power+linear,4.190811055156049,3.1810052129703346,4.062538618788029,4.230234674002792,4.637816877277606,4.842459892741486
power+poly2,3.6028050361644,2.9753562542293848,3.186705320986196,3.4682570787565203,4.057312001664755,4.326394525185144
power+poly3,3.3017235742878874,2.91813383145855,2.9217702988833163,3.2525697282539467,3.4873663566801056,3.9287776561635193
power+exp,12.685080255284308,10.608277948526933,11.331791148564474,11.935007535504475,13.235708888111391,16.31461575571428
power+log,4.2472915776625,2.748623777514046,3.49892841853987,4.2263750584703725,4.555811862508314,6.206718771279901
power+hmult,5.657525407231944,3.04352052590765,3.926972021660037,6.360398795644381,6.673162208487014,8.28357348446064
hmult+linear,4.472973237393781,3.474476324838991,4.180594625670092,4.531432979790521,4.754417073294102,5.4239451833751975
hmult+poly2,3.967395086587511,3.5785905786507994,3.6024692404507177,4.110108612755368,4.175096720068363,4.370710281012309
hmult+poly3,3.2957867997654398,2.5395540463486084,2.8862609272380064,3.1378520939746872,3.887831388399435,4.027435542866461
hmult+exp,12.73535035710454,10.670068213686928,11.368950880283652,11.987814547757116,13.266366812979394,16.383551330815614
hmult+log,4.339011696934459,3.095730341800889,3.6789286490837054,4.31454551009637,4.577036331857358,6.028817651833975
hmult+power,5.624353098356561,3.035193861983285,3.905647835650728,6.232892703445974,6.648770473372228,8.299260617330592
